"COUNTRY","YEAR","SCENARIO","ISCO08_3D","ISCO88_3D","THS_POP","FLAG_RELIAB","OBS_STATUS"
"SE",2021,"S_AA",811,"Not stated",7384,,"b"
"SE",2021,"S_AA",133,"Not stated",14086,,"b"
"SE",2021,"S_AA",835,"Not stated",,"x","b"
"SE",2021,"S_AA",813,"Not stated",4757,"u","b"
"SE",2021,"S_AA",132,"Not stated",64873,,"b"
"SE",2021,"S_AA",818,"Not stated",11142,,"b"
"SE",2021,"S_AA",225,"Not stated",4695,"u","b"
"SE",2021,"S_AA",31,"Not stated",4346,"u","b"
"SE",2021,"S_AA",215,"Not stated",22199,,"b"
"SE",2021,"S_AA",731,"Not stated",8285,,"b"
"SE",2021,"S_AA",21,"Not stated",,"x","b"
"SE",2021,"S_AA",134,"Not stated",80338,,"b"
"SE",2021,"S_AA",235,"Not stated",41183,,"b"
"SE",2021,"S_AA",742,"Not stated",28273,,"b"
"SE",2021,"S_AA",331,"Not stated",87545,,"b"
"SE",2021,"S_AA",931,"Not stated",,"x","b"
"SE",2021,"S_AA",541,"Not stated",46085,,"b"
"SE",2021,"S_AA",732,"Not stated",4823,"u","b"
"SE",2021,"S_AA",351,"Not stated",43795,,"b"
"SE",2021,"S_AA",441,"Not stated",27545,,"b"
"SE",2021,"S_AA",831,"Not stated",7601,,"b"
"SE",2021,"S_AA",332,"Not stated",162718,,"b"
"SE",2021,"S_AA",341,"Not stated",41182,,"b"
"SE",2021,"S_AA",142,"Not stated",16777,,"b"
"SE",2021,"S_AA",722,"Not stated",43449,,"b"
"SE",2021,"S_AA",612,"Not stated",25189,,"b"
"SE",2021,"S_AA",242,"Not stated",204013,,"b"
"SE",2021,"S_AA","Not applicable","Not stated",3291592,,"b"
"SE",2021,"S_AA",234,"Not stated",201822,,"b"
"SE",2021,"S_AA",212,"Not stated",3976,"u","b"
"SE",2021,"S_AA",11,"Not stated",11704,,"b"
"SE",2021,"S_AA",513,"Not stated",18105,,"b"
"SE",2021,"S_AA",122,"Not stated",36797,,"b"
"SE",2021,"S_AA",323,"Not stated",,"x","b"
"SE",2021,"S_AA",621,"Not stated","18,97",,"b"
"SE",2021,"S_AA",213,"Not stated",33536,,"b"
"SE",2021,"S_AA",211,"Not stated",12701,,"b"
"SE",2021,"S_AA",412,"Not stated",4854,"u","b"
"SE",2021,"S_AA",315,"Not stated",12806,,"b"
"SE",2021,"S_AA",721,"Not stated",22469,,"b"
"SE",2021,"S_AA",334,"Not stated",98778,,"b"
"SE",2021,"S_AA",314,"Not stated",4183,"u","b"
"SE",2021,"S_AA",516,"Not stated",11611,,"b"
"SE",2021,"S_AA",723,"Not stated",67345,,"b"
"SE",2021,"S_AA",816,"Not stated",11141,,"b"
"SE",2021,"S_AA",833,"Not stated","91,26",,"b"
"SE",2021,"S_AA",815,"Not stated",4353,"u","b"
"SE",2021,"S_AA",752,"Not stated",11979,,"b"
"SE",2021,"S_AA",512,"Not stated",44648,,"b"
"SE",2021,"S_AA",611,"Not stated",35203,,"b"
"SE",2021,"S_AA",221,"Not stated",66135,,"b"
"SE",2021,"S_AA",241,"Not stated",63264,,"b"
"SE",2021,"S_AA",751,"Not stated",7928,,"b"
"SE",2021,"S_AA",261,"Not stated",40388,,"b"
"SE",2021,"S_AA",921,"Not stated",3752,"u","b"
"SE",2021,"S_AA",933,"Not stated",25383,,"b"
"SE",2021,"S_AA",226,"Not stated","62,26",,"b"
"SE",2021,"S_AA",251,"Not stated",215224,,"b"
"SE",2021,"S_AA",232,"Not stated",13461,,"b"
"SE",2021,"S_AA","Not stated","Not stated",7971,,"b"
"SE",2021,"S_AA",431,"Not stated",70036,,"b"
"SE",2021,"S_AA",531,"Not stated",92635,,"b"
"SE",2021,"S_AA",515,"Not stated",50914,,"b"
"SE",2021,"S_AA",262,"Not stated",17891,,"b"
"SE",2021,"S_AA",911,"Not stated",76303,,"b"
"SE",2021,"S_AA",413,"Not stated",,"x","b"
"SE",2021,"S_AA",141,"Not stated",10923,,"b"
"SE",2021,"S_AA",312,"Not stated",28305,,"b"
"SE",2021,"S_AA",812,"Not stated",3258,"u","b"
"SE",2021,"S_AA",521,"Not stated",,"x","b"
"SE",2021,"S_AA",713,"Not stated",26659,,"b"
"SE",2021,"S_AA",622,"Not stated",3486,"u","b"
"SE",2021,"S_AA",834,"Not stated",49025,,"b"
"SE",2021,"S_AA",962,"Not stated","16,75",,"b"
"SE",2021,"S_AA",131,"Not stated",,"x","b"
"SE",2021,"S_AA",214,"Not stated",79134,,"b"
"SE",2021,"S_AA",264,"Not stated",39445,,"b"
"SE",2021,"S_AA",231,"Not stated","41,25",,"b"
"SE",2021,"S_AA",324,"Not stated",,"x","b"
"SE",2021,"S_AA",313,"Not stated",15242,,"b"
"SE",2021,"S_AA",524,"Not stated",21639,,"b"
"SE",2021,"S_AA",252,"Not stated",34713,,"b"
"SE",2021,"S_AA",523,"Not stated",26066,,"b"
"SE",2021,"S_AA",325,"Not stated",37052,,"b"
"SE",2021,"S_AA",532,"Not stated",334421,,"b"
"SE",2021,"S_AA",112,"Not stated",8116,,"b"
"SE",2021,"S_AA",932,"Not stated",23725,,"b"
"SE",2021,"S_AA",514,"Not stated",23046,,"b"
"SE",2021,"S_AA",421,"Not stated",,"x","b"
"SE",2021,"S_AA",832,"Not stated",27228,,"b"
"SE",2021,"S_AA",263,"Not stated","87,41",,"b"
"SE",2021,"S_AA",216,"Not stated","60,82",,"b"
"SE",2021,"S_AA",222,"Not stated",130109,,"b"
"SE",2021,"S_AA",243,"Not stated",74419,,"b"
"SE",2021,"S_AA",143,"Not stated",6377,"u","b"
"SE",2021,"S_AA",711,"Not stated",103243,,"b"
"SE",2021,"S_AA",321,"Not stated",25358,,"b"
"SE",2021,"S_AA",111,"Not stated",10594,,"b"
"SE",2021,"S_AA",121,"Not stated",93144,,"b"
"SE",2021,"S_AA",511,"Not stated",6984,,"b"
"SE",2021,"S_AA",821,"Not stated",33619,,"b"
"SE",2021,"S_AA",817,"Not stated",11075,,"b"
"SE",2021,"S_AA",912,"Not stated",7479,,"b"
"SE",2021,"S_AA",411,"Not stated",45052,,"b"
"SE",2021,"S_AA",343,"Not stated",18691,,"b"
"SE",2021,"S_AA",432,"Not stated",91492,,"b"
"SE",2021,"S_AA",265,"Not stated",27132,,"b"
"SE",2021,"S_AA",712,"Not stated",64156,,"b"
"IS",2021,"S_AA",817,"Not stated",,"x","b"
"IS",2021,"S_AA",711,"Not stated",5209,,"b"
"IS",2021,"S_AA",122,"Not stated",1075,,"b"
"IS",2021,"S_AA",351,"Not stated","2,33",,"b"
"IS",2021,"S_AA","Not applicable","Not stated",88176,,"b"
"IS",2021,"S_AA",541,"Not stated",3546,,"b"
"IS",2021,"S_AA","Not stated","Not stated",,"x","b"
"IS",2021,"S_AA",818,"Not stated",509,,"b"
"IS",2021,"S_AA",962,"Not stated",619,,"b"
"IS",2021,"S_AA",132,"Not stated","1,95",,"b"
"IS",2021,"S_AA",742,"Not stated",,"x","b"
"IS",2021,"S_AA",931,"Not stated",1091,,"b"
"IS",2021,"S_AA",833,"Not stated",2161,,"b"
"IS",2021,"S_AA",941,"Not stated",1789,,"b"
"IS",2021,"S_AA",832,"Not stated",1593,,"b"
"IS",2021,"S_AA",621,"Not stated",,"x","b"
"IS",2021,"S_AA",816,"Not stated","0,68",,"b"
"IS",2021,"S_AA",233,"Not stated",977,,"b"
"IS",2021,"S_AA",243,"Not stated",1655,,"b"
"IS",2021,"S_AA",262,"Not stated","0,53",,"b"
"IS",2021,"S_AA",311,"Not stated",1628,,"b"
"IS",2021,"S_AA",312,"Not stated",,"x","b"
"IS",2021,"S_AA",265,"Not stated",1565,,"b"
"IS",2021,"S_AA",722,"Not stated",747,,"b"
"IS",2021,"S_AA",531,"Not stated",5824,,"b"
"IS",2021,"S_AA",342,"Not stated",2295,,"b"
"IS",2021,"S_AA",721,"Not stated",1044,,"b"
"IS",2021,"S_AA",314,"Not stated",,"x","b"
"IS",2021,"S_AA",835,"Not stated",,"x","b"
"IS",2021,"S_AA",921,"Not stated","1,88",,"b"
"IS",2021,"S_AA",611,"Not stated",,"x","b"
"IS",2021,"S_AA",334,"Not stated",1766,,"b"
"IS",2021,"S_AA",332,"Not stated",1149,,"b"
"IS",2021,"S_AA",263,"Not stated",2223,,"b"
"IS",2021,"S_AA",421,"Not stated",544,,"b"
"IS",2021,"S_AA",215,"Not stated",,"x","b"
"IS",2021,"S_AA",141,"Not stated",675,,"b"
"IS",2021,"S_AA",961,"Not stated",,"x","b"
"IS",2021,"S_AA",223,"Not stated",,"x","b"
"IS",2021,"S_AA",524,"Not stated",4322,,"b"
"IS",2021,"S_AA",232,"Not stated",675,,"b"
"IS",2021,"S_AA",264,"Not stated","1,22",,"b"
"IS",2021,"S_AA",754,"Not stated",,"x","b"
"IS",2021,"S_AA",723,"Not stated",3475,,"b"
"IS",2021,"S_AA",613,"Not stated",693,,"b"
"IS",2021,"S_AA",741,"Not stated",3116,,"b"
"IS",2021,"S_AA",143,"Not stated",536,,"b"
"IS",2021,"S_AA",514,"Not stated",1447,,"b"
"IS",2021,"S_AA",343,"Not stated",2831,,"b"
"IS",2021,"S_AA",335,"Not stated","0,87",,"b"
"IS",2021,"S_AA",214,"Not stated",2762,,"b"
"IS",2021,"S_AA",225,"Not stated",,"x","b"
"IS",2021,"S_AA",222,"Not stated",3458,,"b"
"IS",2021,"S_AA",752,"Not stated",,"x","b"
"IS",2021,"S_AA",234,"Not stated",7353,,"b"
"IS",2021,"S_AA",516,"Not stated",1125,,"b"
"IS",2021,"S_AA",112,"Not stated",10832,,"b"
"IS",2021,"S_AA",231,"Not stated",1329,,"b"
"IS",2021,"S_AA",211,"Not stated",,"x","b"
"IS",2021,"S_AA",731,"Not stated",,"x","b"
"IS",2021,"S_AA",732,"Not stated",,"x","b"
"IS",2021,"S_AA",142,"Not stated",1501,,"b"
"IS",2021,"S_AA",515,"Not stated",1455,,"b"
"IS",2021,"S_AA",251,"Not stated",2566,,"b"
"IS",2021,"S_AA",111,"Not stated",706,,"b"
"IS",2021,"S_AA",751,"Not stated",2277,,"b"
"IS",2021,"S_AA",713,"Not stated",1341,,"b"
"IS",2021,"S_AA",523,"Not stated",2203,,"b"
"IS",2021,"S_AA",911,"Not stated",1861,,"b"
"IS",2021,"S_AA",134,"Not stated","4,63",,"b"
"IS",2021,"S_AA",532,"Not stated",6406,,"b"
"IS",2021,"S_AA",325,"Not stated",507,,"b"
"IS",2021,"S_AA",411,"Not stated",2789,,"b"
"IS",2021,"S_AA",221,"Not stated",1746,,"b"
"IS",2021,"S_AA",834,"Not stated",2296,,"b"
"IS",2021,"S_AA",622,"Not stated",2335,,"b"
"IS",2021,"S_AA",811,"Not stated",,"x","b"
"IS",2021,"S_AA",322,"Not stated",2287,,"b"
"IS",2021,"S_AA",121,"Not stated",3583,,"b"
"IS",2021,"S_AA",313,"Not stated",,"x","b"
"IS",2021,"S_AA",412,"Not stated",,"x","b"
"IS",2021,"S_AA",513,"Not stated",2179,,"b"
"IS",2021,"S_AA",812,"Not stated","0,85",,"b"
"IS",2021,"S_AA",341,"Not stated",1148,,"b"
"IS",2021,"S_AA",352,"Not stated",786,,"b"
"IS",2021,"S_AA",333,"Not stated",1901,,"b"
"IS",2021,"S_AA",321,"Not stated",,"x","b"
"IS",2021,"S_AA",315,"Not stated",1692,,"b"
"IS",2021,"S_AA",413,"Not stated",,"x","b"
"IS",2021,"S_AA",235,"Not stated",5629,,"b"
"IS",2021,"S_AA",216,"Not stated","1,63",,"b"
"IS",2021,"S_AA",213,"Not stated",1004,,"b"
"IS",2021,"S_AA",212,"Not stated",877,,"b"
"IS",2021,"S_AA",912,"Not stated",,"x","b"
"IS",2021,"S_AA",933,"Not stated",1272,,"b"
"IS",2021,"S_AA",242,"Not stated","1,86",,"b"
"IS",2021,"S_AA",241,"Not stated","3,38",,"b"
"IS",2021,"S_AA",932,"Not stated",2153,,"b"
"IS",2021,"S_AA",131,"Not stated",,"x","b"
"IS",2021,"S_AA",512,"Not stated",1675,,"b"
"IS",2021,"S_AA",612,"Not stated",1943,,"b"
"IS",2021,"S_AA",432,"Not stated",,"x","b"
"IS",2021,"S_AA",441,"Not stated",,"x","b"
"IS",2021,"S_AA",511,"Not stated",793,,"b"
"IS",2021,"S_AA",331,"Not stated",5923,,"b"
"IS",2021,"S_AA",431,"Not stated","0,77",,"b"
"IS",2021,"S_AA",422,"Not stated",1661,,"b"
"IS",2021,"S_AA",261,"Not stated",2168,,"b"
"IS",2021,"S_AA",133,"Not stated",,"x","b"
"IS",2021,"S_AA",226,"Not stated",3107,,"b"
"IS",2021,"S_AA",252,"Not stated",783,,"b"
"IS",2021,"S_AA",821,"Not stated",,"x","b"
"IS",2021,"S_AA",815,"Not stated","0,53",,"b"
"IS",2021,"S_AA",712,"Not stated",2014,,"b"
"IS",2021,"S_AA",753,"Not stated",,"x","b"
"IS",2021,"S_AA",522,"Not stated",9136,,"b"
"NO",2021,"S_AA",813,"Not stated",8583,"u","b"
"NO",2021,"S_AA",132,"Not stated",43578,,"b"
"NO",2021,"S_AA",234,"Not stated",123361,,"b"
"NO",2021,"S_AA",332,"Not stated",60803,,"b"
"NO",2021,"S_AA",261,"Not stated",17982,,"b"
"NO",2021,"S_AA",612,"Not stated",10869,,"b"
"NO",2021,"S_AA",216,"Not stated",26341,,"b"
"NO",2021,"S_AA",621,"Not stated",,"x","b"
"NO",2021,"S_AA",321,"Not stated","14,81",,"b"
"NO",2021,"S_AA",122,"Not stated",19275,,"b"
"NO",2021,"S_AA",226,"Not stated",28887,,"b"
"NO",2021,"S_AA",711,"Not stated",68791,,"b"
"NO",2021,"S_AA",422,"Not stated",27328,,"b"
"NO",2021,"S_AA",413,"Not stated",,"x","b"
"NO",2021,"S_AA",334,"Not stated",11948,,"b"
"NO",2021,"S_AA",513,"Not stated","26,15",,"b"
"NO",2021,"S_AA",921,"Not stated",,"x","b"
"NO",2021,"S_AA",265,"Not stated",13043,,"b"
"NO",2021,"S_AA",622,"Not stated",10979,,"b"
"NO",2021,"S_AA",512,"Not stated",23859,,"b"
"NO",2021,"S_AA",231,"Not stated",31256,,"b"
"NO",2021,"S_AA",243,"Not stated",26445,,"b"
"NO",2021,"S_AA",325,"Not stated",29508,,"b"
"NO",2021,"S_AA",342,"Not stated",17732,,"b"
"NO",2021,"S_AA",11,"Not stated",5276,"u","b"
"NO",2021,"S_AA",713,"Not stated",16345,,"b"
"NO",2021,"S_AA",516,"Not stated",,"x","b"
"NO",2021,"S_AA",431,"Not stated",24167,,"b"
"NO",2021,"S_AA",242,"Not stated",84713,,"b"
"NO",2021,"S_AA",731,"Not stated",,"x","b"
"NO",2021,"S_AA",821,"Not stated",,"x","b"
"NO",2021,"S_AA",541,"Not stated","16,31",,"b"
"NO",2021,"S_AA",262,"Not stated",8889,"u","b"
"NO",2021,"S_AA",411,"Not stated",46844,,"b"
"NO",2021,"S_AA",723,"Not stated",38813,,"b"
"NO",2021,"S_AA",251,"Not stated",76733,,"b"
"NO",2021,"S_AA",315,"Not stated",14901,,"b"
"NO",2021,"S_AA",931,"Not stated",5736,"u","b"
"NO",2021,"S_AA",833,"Not stated",44647,,"b"
"NO",2021,"S_AA",831,"Not stated",,"x","b"
"NO",2021,"S_AA",812,"Not stated",6319,"u","b"
"NO",2021,"S_AA",742,"Not stated",,"x","b"
"NO",2021,"S_AA",754,"Not stated",5428,"u","b"
"NO",2021,"S_AA",741,"Not stated",46461,,"b"
"NO",2021,"S_AA",263,"Not stated",35143,,"b"
"NO",2021,"S_AA",815,"Not stated",5844,"u","b"
"NO",2021,"S_AA","Not applicable","Not stated",1648229,,"b"
"NO",2021,"S_AA",835,"Not stated",,"x","b"
"NO",2021,"S_AA",816,"Not stated",12199,,"b"
"NO",2021,"S_AA",732,"Not stated",,"x","b"
"NO",2021,"S_AA",722,"Not stated",6085,"u","b"
"NO",2021,"S_AA","Not stated","Not stated","38,46",,"b"
"NO",2021,"S_AA",312,"Not stated",9562,"u","b"
"NO",2021,"S_AA",712,"Not stated","29,14",,"b"
"NO",2021,"S_AA",313,"Not stated",5344,"u","b"
"NO",2021,"S_AA",521,"Not stated",,"x","b"
"NO",2021,"S_AA",323,"Not stated",,"x","b"
"NO",2021,"S_AA",532,"Not stated",164732,,"b"
"NO",2021,"S_AA",523,"Not stated",,"x","b"
"NO",2021,"S_AA",514,"Not stated",17846,,"b"
"NO",2021,"S_AA",211,"Not stated",7523,"u","b"
"NO",2021,"S_AA",522,"Not stated",155423,,"b"
"NO",2021,"S_AA",531,"Not stated",100716,,"b"
"NO",2021,"S_AA",330,"Not stated",,"x","b"
"NO",2021,"S_AA",530,"Not stated",,"x","b"
"NO",2021,"S_AA",324,"Not stated",,"x","b"
"NO",2021,"S_AA",31,"Not stated",,"x","b"
"NO",2021,"S_AA",832,"Not stated",19404,,"b"
"NO",2021,"S_AA",911,"Not stated",55794,,"b"
"NO",2021,"S_AA",817,"Not stated",,"x","b"
"NO",2021,"S_AA",264,"Not stated",17641,,"b"
"NO",2021,"S_AA",215,"Not stated",7012,"u","b"
"NO",2021,"S_AA",131,"Not stated",,"x","b"
"NO",2021,"S_AA",213,"Not stated",5382,"u","b"
"NO",2021,"S_AA",961,"Not stated","7,47","u","b"
"NO",2021,"S_AA",932,"Not stated",,"x","b"
"NO",2021,"S_AA",235,"Not stated",16542,,"b"
"NO",2021,"S_AA",311,"Not stated","103,96",,"b"
"NO",2021,"S_AA",421,"Not stated",,"x","b"
"NO",2021,"S_AA",233,"Not stated",25862,,"b"
"NO",2021,"S_AA",721,"Not stated","16,8",,"b"
"NO",2021,"S_AA",441,"Not stated","7,82","u","b"
"NO",2021,"S_AA",515,"Not stated",28895,,"b"
"NO",2021,"S_AA",335,"Not stated",31905,,"b"
"NO",2021,"S_AA",314,"Not stated",,"x","b"
"NO",2021,"S_AA",351,"Not stated",18914,,"b"
"NO",2021,"S_AA",142,"Not stated",30395,,"b"
"NO",2021,"S_AA",331,"Not stated",47301,,"b"
"NO",2021,"S_AA",432,"Not stated",41354,,"b"
"NO",2021,"S_AA",121,"Not stated",42617,,"b"
"NO",2021,"S_AA",814,"Not stated",,"x","b"
"NO",2021,"S_AA",818,"Not stated",,"x","b"
"NO",2021,"S_AA",511,"Not stated",6393,"u","b"
"NO",2021,"S_AA",611,"Not stated",9507,"u","b"
"NO",2021,"S_AA",834,"Not stated",31758,,"b"
"NO",2021,"S_AA",111,"Not stated",6968,"u","b"
"NO",2021,"S_AA",941,"Not stated",11861,,"b"
"NO",2021,"S_AA",333,"Not stated",23461,,"b"
"NO",2021,"S_AA",141,"Not stated","7,78","u","b"
"NO",2021,"S_AA",221,"Not stated",26841,,"b"
"NO",2021,"S_AA",912,"Not stated",,"x","b"
"NO",2021,"S_AA",343,"Not stated",13559,,"b"
"NO",2021,"S_AA",134,"Not stated",38074,,"b"
"NO",2021,"S_AA",21,"Not stated",,"x","b"
"NO",2021,"S_AA",933,"Not stated",,"x","b"
"NO",2021,"S_AA",143,"Not stated",5095,"u","b"
"NO",2021,"S_AA",133,"Not stated",8713,"u","b"
"NO",2021,"S_AA",341,"Not stated",22942,,"b"
"NO",2021,"S_AA",225,"Not stated",,"x","b"
"NO",2021,"S_AA",753,"Not stated",,"x","b"
"NO",2021,"S_AA",752,"Not stated",,"x","b"
"NO",2021,"S_AA",352,"Not stated",,"x","b"
"NO",2021,"S_AA",112,"Not stated",27378,,"b"
"NO",2021,"S_AA",232,"Not stated",,"x","b"
"NO",2021,"S_AA",811,"Not stated",9596,"u","b"
"NO",2021,"S_AA",241,"Not stated",49389,,"b"
"NO",2021,"S_AA",214,"Not stated",45104,,"b"
"NO",2021,"S_AA",962,"Not stated","5,99","u","b"
"NO",2021,"S_AA",223,"Not stated",,"x","b"
"NO",2021,"S_AA",951,"Not stated",,"x","b"
"NO",2021,"S_AA",613,"Not stated",18848,,"b"
"NO",2021,"S_AA",751,"Not stated",6686,"u","b"
"NO",2021,"S_AA",222,"Not stated",118637,,"b"
"NO",2021,"S_AA",252,"Not stated",,"x","b"
"NO",2021,"S_AA",524,"Not stated",22332,,"b"
"NO",2021,"S_AA",212,"Not stated",,"x","b"
"CH",2021,"S_AA",818,"Not stated","6,02",,"b"
"CH",2021,"S_AA",515,"Not stated",84297,,"b"
"CH",2021,"S_AA",821,"Not stated",10466,,"b"
"CH",2021,"S_AA",521,"Not stated",4259,"u","b"
"CH",2021,"S_AA",333,"Not stated",40537,,"b"
"CH",2021,"S_AA",321,"Not stated",37914,,"b"
"CH",2021,"S_AA",524,"Not stated",4776,"u","b"
"CH",2021,"S_AA",816,"Not stated",8908,,"b"
"CH",2021,"S_AA",231,"Not stated",15211,,"b"
"CH",2021,"S_AA",343,"Not stated",25864,,"b"
"CH",2021,"S_AA",612,"Not stated",4849,"u","b"
"CH",2021,"S_AA",263,"Not stated",55038,,"b"
"CH",2021,"S_AA",511,"Not stated",11742,,"b"
"CH",2021,"S_AA",213,"Not stated",21159,,"b"
"CH",2021,"S_AA",831,"Not stated",11677,,"b"
"CH",2021,"S_AA",741,"Not stated",61135,,"b"
"CH",2021,"S_AA",933,"Not stated",11797,,"b"
"CH",2021,"S_AA",912,"Not stated",1999,"u","b"
"CH",2021,"S_AA",713,"Not stated",29524,,"b"
"CH",2021,"S_AA",742,"Not stated",11776,,"b"
"CH",2021,"S_AA",834,"Not stated",18569,,"b"
"CH",2021,"S_AA",222,"Not stated",109064,,"b"
"CH",2021,"S_AA",961,"Not stated",5078,,"b"
"CH",2021,"S_AA",721,"Not stated",26322,,"b"
"CH",2021,"S_AA","Not applicable","Not stated",2641582,,"b"
"CH",2021,"S_AA",941,"Not stated","24,75",,"b"
"CH",2021,"S_AA",216,"Not stated",63568,,"b"
"CH",2021,"S_AA",720,"Not stated",33702,,"b"
"CH",2021,"S_AA",835,"Not stated",,"x","b"
"CH",2021,"S_AA",621,"Not stated",5206,,"b"
"CH",2021,"S_AA",512,"Not stated",41968,,"b"
"CH",2021,"S_AA",523,"Not stated",12468,,"b"
"CH",2021,"S_AA",11,"Not stated",1258,"u","b"
"CH",2021,"S_AA",833,"Not stated","46,85",,"b"
"CH",2021,"S_AA",132,"Not stated",68472,,"b"
"CH",2021,"S_AA",611,"Not stated",33406,,"b"
"CH",2021,"S_AA",832,"Not stated",23512,,"b"
"CH",2021,"S_AA",313,"Not stated","2,32","u","b"
"CH",2021,"S_AA",300,"Not stated",33727,,"b"
"CH",2021,"S_AA",331,"Not stated",51767,,"b"
"CH",2021,"S_AA",812,"Not stated","3,85","u","b"
"CH",2021,"S_AA",251,"Not stated",129482,,"b"
"CH",2021,"S_AA",332,"Not stated",62061,,"b"
"CH",2021,"S_AA",265,"Not stated",20921,,"b"
"CH",2021,"S_AA",931,"Not stated",31446,,"b"
"CH",2021,"S_AA",753,"Not stated",9591,,"b"
"CH",2021,"S_AA",731,"Not stated",22067,,"b"
"CH",2021,"S_AA",225,"Not stated",4161,"u","b"
"CH",2021,"S_AA",413,"Not stated",,"x","b"
"CH",2021,"S_AA",412,"Not stated",28194,,"b"
"CH",2021,"S_AA",242,"Not stated",68697,,"b"
"CH",2021,"S_AA",335,"Not stated",22028,,"b"
"CH",2021,"S_AA",514,"Not stated",37342,,"b"
"CH",2021,"S_AA",141,"Not stated",22411,,"b"
"CH",2021,"S_AA",811,"Not stated",,"x","b"
"CH",2021,"S_AA",711,"Not stated",68529,,"b"
"CH",2021,"S_AA",134,"Not stated",33531,,"b"
"CH",2021,"S_AA",342,"Not stated",28527,,"b"
"CH",2021,"S_AA",541,"Not stated",44603,,"b"
"CH",2021,"S_AA",235,"Not stated",58255,,"b"
"CH",2021,"S_AA",522,"Not stated",160304,,"b"
"CH",2021,"S_AA",131,"Not stated",,"x","b"
"CH",2021,"S_AA",334,"Not stated","57,15",,"b"
"CH",2021,"S_AA",732,"Not stated","11,19",,"b"
"CH",2021,"S_AA",411,"Not stated",254841,,"b"
"CH",2021,"S_AA",513,"Not stated",60492,,"b"
"CH",2021,"S_AA",211,"Not stated","16,3",,"b"
"CH",2021,"S_AA","Not stated","Not stated",101658,,"b"
"CH",2021,"S_AA",921,"Not stated",21741,,"b"
"CH",2021,"S_AA",751,"Not stated",22606,,"b"
"CH",2021,"S_AA",315,"Not stated",8471,,"b"
"CH",2021,"S_AA",830,"Not stated",3198,"u","b"
"CH",2021,"S_AA",232,"Not stated",15072,,"b"
"CH",2021,"S_AA",752,"Not stated",11155,,"b"
"CH",2021,"S_AA",441,"Not stated",84607,,"b"
"CH",2021,"S_AA",100,"Not stated",6367,,"b"
"CH",2021,"S_AA",221,"Not stated",46264,,"b"
"CH",2021,"S_AA",233,"Not stated",54121,,"b"
"CH",2021,"S_AA",130,"Not stated",,"x","b"
"CH",2021,"S_AA",215,"Not stated",18062,,"b"
"CH",2021,"S_AA",111,"Not stated",17593,,"b"
"CH",2021,"S_AA",314,"Not stated",6381,,"b"
"CH",2021,"S_AA",112,"Not stated",81334,,"b"
"CH",2021,"S_AA",311,"Not stated",136003,,"b"
"CH",2021,"S_AA",214,"Not stated",66515,,"b"
"CH",2021,"S_AA",814,"Not stated",2727,"u","b"
"CH",2021,"S_AA",531,"Not stated",49071,,"b"
"CH",2021,"S_AA",723,"Not stated",62875,,"b"
"CH",2021,"S_AA",312,"Not stated",42498,,"b"
"CH",2021,"S_AA",932,"Not stated","35,73",,"b"
"CH",2021,"S_AA",962,"Not stated",13356,,"b"
"CH",2021,"S_AA",133,"Not stated",9318,,"b"
"CH",2021,"S_AA",700,"Not stated",,"x","b"
"CH",2021,"S_AA",341,"Not stated",67255,,"b"
"CH",2021,"S_AA",712,"Not stated",62578,,"b"
"CH",2021,"S_AA",532,"Not stated",76488,,"b"
"CH",2021,"S_AA",330,"Not stated",1009,"u","b"
"CH",2021,"S_AA",613,"Not stated",66752,,"b"
"CH",2021,"S_AA",622,"Not stated",,"x","b"
"CH",2021,"S_AA",310,"Not stated",3473,"u","b"
"CH",2021,"S_AA",143,"Not stated",4055,"u","b"
"CH",2021,"S_AA",422,"Not stated",33178,,"b"
"CH",2021,"S_AA",241,"Not stated",70274,,"b"
"CH",2021,"S_AA",264,"Not stated",26053,,"b"
"CH",2021,"S_AA",240,"Not stated",,"x","b"
"CH",2021,"S_AA",261,"Not stated",39824,,"b"
"CH",2021,"S_AA",815,"Not stated",5735,,"b"
"CH",2021,"S_AA",250,"Not stated",26485,,"b"
"CH",2021,"S_AA",900,"Not stated","5,37",,"b"
"CH",2021,"S_AA",262,"Not stated",10441,,"b"
"CH",2021,"S_AA",817,"Not stated",1796,"u","b"
"CH",2021,"S_AA",234,"Not stated",82697,,"b"
"CH",2021,"S_AA",324,"Not stated",2325,"u","b"
"CH",2021,"S_AA",323,"Not stated",1216,"u","b"
"CH",2021,"S_AA",431,"Not stated",50019,,"b"
"CH",2021,"S_AA",421,"Not stated",63109,,"b"
"CH",2021,"S_AA",252,"Not stated",22239,,"b"
"CH",2021,"S_AA",911,"Not stated",106282,,"b"
"CH",2021,"S_AA",352,"Not stated",5579,,"b"
"CH",2021,"S_AA",810,"Not stated",13131,,"b"
"CH",2021,"S_AA",432,"Not stated",90937,,"b"
"CH",2021,"S_AA",21,"Not stated",,"x","b"
"CH",2021,"S_AA",121,"Not stated",62431,,"b"
"CH",2021,"S_AA",223,"Not stated",8703,,"b"
"CH",2021,"S_AA",722,"Not stated",12768,,"b"
"CH",2021,"S_AA",754,"Not stated","12,93",,"b"
"CH",2021,"S_AA",210,"Not stated",1884,"u","b"
"CH",2021,"S_AA",31,"Not stated",,"x","b"
"CH",2021,"S_AA",122,"Not stated",69023,,"b"
"CH",2021,"S_AA",516,"Not stated",8569,,"b"
